card_name,set,rarity,full_rarity,old_price,print_run,full_set,cur_price,set_rarity,pct_increase,performance
Goblin Digging Team,DRK,common,C3,$0.40,384500,The Dark,0.2633333333333333,DRK (C3),-34.166666666666764,Below S&P
Goblin Hero,DRK,common,C3,$0.45,384500,The Dark,0.24666666666666665,DRK (C3),-45.18518518518511,Below S&P
Goblin Rock Sled,DRK,common,C3,$0.40,384500,The Dark,0.24,DRK (C3),-40.00000000000001,Below S&P
Goblin Shrine,DRK,common,C3,$0.50,384500,The Dark,0.30333333333333334,DRK (C3),-39.3333333333334,Below S&P
Goblin Wizard,DRK,rare,U1,$6.25,128000,The Dark,61.11,DRK (U1),877.76,Below S&P
Goblins of the Flarg,DRK,common,C3,$0.40,384500,The Dark,0.3,DRK (C3),-25.000000000000007,Below S&P
Grave Robbers,DRK,rare,U1,$6.00,128000,The Dark,2.96,DRK (U1),-50.66666666666667,Below S&P
Hidden Path,DRK,rare,U1,$5.00,128000,The Dark,5.32,DRK (U1),6.400000000000006,Below S&P
Holy Light,DRK,common,C3,$0.35,384500,The Dark,1.0166666666666666,DRK (C3),190.47619047619142,Below S&P
Inferno,DRK,rare,U1,$5.50,128000,The Dark,4.003333333333334,DRK (U1),-27.212121212121264,Below S&P
Inquisition,DRK,common,C3,$0.40,384500,The Dark,0.24,DRK (C3),-40.00000000000001,Below S&P
Knights of Thorn,DRK,rare,U1,$6.00,128000,The Dark,7.176666666666667,DRK (U1),19.61111111111117,Below S&P
Land Leeches,DRK,common,C3,$0.35,384500,The Dark,0.24,DRK (C3),-31.428571428571427,Below S&P
Leviathan,DRK,rare,U1,$8.00,128000,The Dark,5.38,DRK (U1),-32.75,Below S&P
Living Armor,DRK,uncommon,U2,$3.00,256000,The Dark,0.675,DRK (U2),-77.5,Below S&P
Lurker,DRK,rare,U1,$5.00,128000,The Dark,2.715,DRK (U1),-45.7,Below S&P
Mana Clash,DRK,rare,U1,$5.00,128000,The Dark,4.256666666666667,DRK (U1),-14.866666666666593,Below S&P
Mana Vortex,DRK,rare,U1,$6.00,128000,The Dark,14.193333333333333,DRK (U1),136.55555555555497,Below S&P
Marsh Gas,DRK,common,C3,$0.30,384500,The Dark,0.24333333333333332,DRK (C3),-18.888888888888992,Below S&P
Marsh Goblins,DRK,common,C3,$0.50,384500,The Dark,0.2633333333333333,DRK (C3),-47.33333333333341,Below S&P
Marsh Viper,DRK,common,C3,$0.45,384500,The Dark,0.26666666666666666,DRK (C3),-40.74074074074067,Below S&P
Martyr's Cry,DRK,rare,U1,$5.00,128000,The Dark,5.806666666666667,DRK (U1),16.133333333333404,Below S&P
Maze of Ith,DRK,uncommon,C1,$4.00,1153000,The Dark,23.693333333333335,DRK (C1),492.33333333333246,Below S&P
Merfolk Assassin,DRK,uncommon,U2,$4.00,256000,The Dark,1.2133333333333334,DRK (U2),-69.66666666666674,Below S&P
Mind Bomb,DRK,rare,U1,$5.00,128000,The Dark,4.63,DRK (U1),-7.400000000000002,Below S&P
Miracle Worker,DRK,common,C3,$0.40,384500,The Dark,0.23333333333333334,DRK (C3),-41.66666666666675,Below S&P
Morale,DRK,common,C3,$0.30,384500,The Dark,0.25666666666666665,DRK (C3),-14.444444444444335,Below S&P
Murk Dwellers,DRK,common,C3,$0.35,384500,The Dark,0.24,DRK (C3),-31.428571428571427,Below S&P
Nameless Race,DRK,rare,U1,$6.00,128000,The Dark,3.5733333333333333,DRK (U1),-40.4444444444445,Below S&P
Necropolis,DRK,uncommon,U2,$2.50,256000,The Dark,0.8133333333333332,DRK (U2),-67.46666666666667,Below S&P
Niall Silvain,DRK,rare,U1,$5.50,128000,The Dark,3.3466666666666667,DRK (U1),-39.15151515151509,Below S&P
Orc General,DRK,uncommon,U2,$3.50,256000,The Dark,0.7866666666666667,DRK (U2),-77.52380952380952,Below S&P
People of the Woods,DRK,uncommon,U2,$4.00,256000,The Dark,0.8233333333333334,DRK (U2),-79.41666666666667,Below S&P
Pikemen,DRK,common,C3,$0.50,384500,The Dark,0.26666666666666666,DRK (C3),-46.6666666666666,Below S&P
Preacher,DRK,rare,U1,$8.00,128000,The Dark,27.566666666666666,DRK (U1),244.58333333333374,Below S&P
Psychic Allergy,DRK,rare,U1,$5.50,128000,The Dark,2.966666666666667,DRK (U1),-46.060606060606005,Below S&P
Rag Man,DRK,rare,U1,$6.50,128000,The Dark,2.9233333333333333,DRK (U1),-55.02564102564108,Below S&P
Reflecting Mirror,DRK,uncommon,U2,$3.50,256000,The Dark,0.7,DRK (U2),-80,Below S&P
Riptide,DRK,common,C3,$0.30,384500,The Dark,0.26,DRK (C3),-13.333333333333327,Below S&P
Runesword,DRK,uncommon,U2,$5.00,256000,The Dark,0.52,DRK (U2),-89.60000000000001,Below S&P
Runesword,DRK,uncommon,U2,$5.00,256000,The Dark,1.7850000000000001,DRK (U2),-64.3,Below S&P
Safe Haven,DRK,rare,U1,$7.00,128000,The Dark,4.3100000000000005,DRK (U1),-38.42857142857143,Below S&P
Savaen Elves,DRK,common,C3,$0.40,384500,The Dark,0.25,DRK (C3),-37.50000000000001,Below S&P
Scarecrow,DRK,uncommon,U2,$3.50,256000,The Dark,0.9233333333333333,DRK (U2),-73.61904761904763,Below S&P
Scarwood Bandits,DRK,rare,U1,$6.25,128000,The Dark,3.94,DRK (U1),-36.96,Below S&P
Scarwood Goblins,DRK,common,C3,$0.50,384500,The Dark,0.23333333333333334,DRK (C3),-53.3333333333334,Below S&P
Scarwood Hag,DRK,uncommon,U2,$2.50,256000,The Dark,0.625,DRK (U2),-75,Below S&P
Scavenger Folk,DRK,common,C3,$0.40,384500,The Dark,0.29,DRK (C3),-27.500000000000007,Below S&P
Season of the Witch,DRK,rare,U1,$6.50,128000,The Dark,21.776666666666667,DRK (U1),235.02564102564153,Below S&P
Sisters of the Flame,DRK,uncommon,U2,$3.00,256000,The Dark,0.75,DRK (U2),-75,Below S&P
Skull of Orm,DRK,uncommon,U2,$3.25,256000,The Dark,1.71,DRK (U2),-47.38461538461539,Below S&P
Sorrow's Path,DRK,rare,U1,$5.00,128000,The Dark,8.306666666666667,DRK (U1),66.1333333333334,Below S&P
Spitting Slug,DRK,uncommon,U2,$2.00,256000,The Dark,2.0300000000000002,DRK (U2),1.4999999999999902,Below S&P
Squire,DRK,common,C3,$0.30,384500,The Dark,0.23666666666666666,DRK (C3),-21.111111111110997,Below S&P
Standing Stones,DRK,uncommon,U2,$3.00,256000,The Dark,0.49,DRK (U2),-83.66666666666666,Below S&P
Stone Calendar,DRK,rare,U1,$6.00,128000,The Dark,10.623333333333333,DRK (U1),77.05555555555499,Below S&P
Sunken City,DRK,common,C3,$0.50,384500,The Dark,0.25,DRK (C3),-50,Below S&P
Tangle Kelp,DRK,uncommon,U2,$2.00,256000,The Dark,0.645,DRK (U2),-67.75,Below S&P
The Fallen,DRK,uncommon,U2,$3.00,256000,The Dark,0.7550000000000001,DRK (U2),-74.83333333333334,Below S&P
Tivadar's Crusade,DRK,uncommon,U2,$2.75,256000,The Dark,1.57,DRK (U2),-42.90909090909091,Below S&P
Tormod's Crypt,DRK,uncommon,U2,$2.50,256000,The Dark,17.080000000000002,DRK (U2),583.1999999999999,Below S&P
Tower of Coireall,DRK,uncommon,U2,$2.00,256000,The Dark,0.63,DRK (U2),-68.5,Below S&P
Tracker,DRK,rare,U1,$6.00,128000,The Dark,4.173333333333334,DRK (U1),-30.444444444444496,Below S&P
Uncle Istvan,DRK,uncommon,U2,$4.00,256000,The Dark,2.48,DRK (U2),-38,Below S&P
Venom,DRK,common,C3,$0.50,384500,The Dark,0.27666666666666667,DRK (C3),-44.6666666666666,Below S&P
Wand of Ith,DRK,uncommon,U2,$2.50,256000,The Dark,1.0166666666666666,DRK (U2),-59.33333333333321,Below S&P
War Barge,DRK,uncommon,U2,$4.00,256000,The Dark,0.7133333333333334,DRK (U2),-82.16666666666667,Below S&P
Water Wurm,DRK,common,C3,$0.35,384500,The Dark,0.25,DRK (C3),-28.571428571428566,Below S&P
Whippoorwill,DRK,uncommon,U2,$3.00,256000,The Dark,0.8400000000000001,DRK (U2),-72.00000000000001,Below S&P
Witch Hunter,DRK,rare,U1,$7.00,128000,The Dark,3.3600000000000003,DRK (U1),-52,Below S&P
Word of Binding,DRK,common,C3,$0.50,384500,The Dark,0.24,DRK (C3),-52,Below S&P
Worms of the Earth,DRK,rare,U1,$6.00,128000,The Dark,6.666666666666667,DRK (U1),11.11111111111116,Below S&P
Wormwood Treefolk,DRK,rare,U1,$5.00,128000,The Dark,2.6333333333333333,DRK (U1),-47.33333333333339,Below S&P
